decall;dxcall;freq;band;S/N;datetime;country;continent;mode;decontinent;dxcontinent;de_country;skimmode
DR2W;K1SFA;28088.7;10M;9;2016-02-14 13:37;United States;  NA;RTTY;EU;NA;Fed. Rep. of Germany;  EU;CQ
DR2W;EA3AQ;14090.4;20M;39;2016-02-14 13:37;Spain;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;DG1VL;7042.3;40M;42;2016-02-14 13:37;Fed. Rep. of Germany;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;YL6W;14094.4;20M;29;2016-02-14 13:37;Latvia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;AA3B;28097.0;10M;7;2016-02-14 13:37;United States;  NA;RTTY;EU;NA;Fed. Rep. of Germany;  EU;CQ
DR2W;HS0ZEF;14048.0;20M;7;2016-02-14 13:37;Thailand;  AS;CW;EU;AS;Fed. Rep. of Germany;  EU;CQ
G4IRN;F5HRY;21016.2;15M;5;2016-02-14 13:37;France;  EU;CW;EU;EU;England;  EU;CQ
K3NXH;RA1TI;28024.9;10M;4;2016-02-14 13:37;European Russia;  EU;CW;NA;EU;United States;  NA;CQ
WA3OPY;WD8MHT;10114.1;30M;14;2016-02-14 13:37;United States;  NA;CW;NA;NA;United States;  NA;CQ
AA4VV;IK1ZOC;24912.4;12M;12;2016-02-14 13:37;Italy;  EU;CW;NA;EU;United States;  NA;CQ
HB9BXE;HS0ZEF;14048.1;20M;13;2016-02-14 13:37;Thailand;  AS;CW;EU;AS;Switzerland;  EU;CQ
F5RRS;W4GKM;21085.4;15M;8;2016-02-14 13:37;United States;  NA;RTTY;EU;NA;France;  EU;CQ
DF1LON;YO7CVL;7023.5;40M;5;2016-02-14 13:37;Romania;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
NN3RP;WB2COY;7046.6;40M;35;2016-02-14 13:37;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
JF2IWL;OG30OJ;14120.6;20M;6;2016-02-14 13:37;Finland;  EU;RTTY;AS;EU;Japan;  AS;CQ
JF2IWL;YL6W;14094.5;20M;13;2016-02-14 13:37;Latvia;  EU;RTTY;AS;EU;Japan;  AS;CQ
JF2IWL;EA3AQ;14090.5;20M;18;2016-02-14 13:37;Spain;  EU;RTTY;AS;EU;Japan;  AS;CQ
JF2IWL;IZ4NIC;14097.9;20M;19;2016-02-14 13:37;Italy;  EU;RTTY;AS;EU;Japan;  AS;CQ
JF2IWL;IQ6AN;14099.6;20M;8;2016-02-14 13:37;Italy;  EU;RTTY;AS;EU;Japan;  AS;CQ
VU2PTT;HS0ZEF;14048.1;20M;27;2016-02-14 13:37;Thailand;  AS;CW;AS;AS;India;  AS;CQ
K1TTT;WD8MHT;10114.1;30M;34;2016-02-14 13:37;United States;  NA;CW;NA;NA;United States;  NA;CQ
K1TTT;3B8DB;24901.1;12M;6;2016-02-14 13:37;Mauritius;  AF;CW;NA;AF;United States;  NA;CQ
ON5KQ;RA4AR;7005.1;40M;6;2016-02-14 13:37;European Russia;  EU;CW;EU;EU;Belgium;  EU;CQ
ON5KQ;HS0ZEF;14048.1;20M;15;2016-02-14 13:37;Thailand;  AS;CW;EU;AS;Belgium;  EU;CQ
ON5KQ;PA3EDR;7031.7;40M;6;2016-02-14 13:37;Netherlands;  EU;CW;EU;EU;Belgium;  EU;CQ
K3LR;SM6DOI;14025.2;20M;24;2016-02-14 13:37;Sweden;  EU;CW;NA;EU;United States;  NA;CQ
SV8RV;LZ8U;7047.0;40M;18;2016-02-14 13:37;Bulgaria;  EU;RTTY;EU;EU;Greece;  EU;CQ
SV8RV;LX7I;21092.4;15M;20;2016-02-14 13:37;Luxembourg;  EU;RTTY;EU;EU;Greece;  EU;CQ
SV8RV;DG1RUG;10141.4;30M;13;2016-02-14 13:37;Fed. Rep. of Germany;  EU;PSK31;EU;EU;Greece;  EU;CQ
SV8RV;DG1VL;7042.4;40M;10;2016-02-14 13:37;Fed. Rep. of Germany;  EU;RTTY;EU;EU;Greece;  EU;CQ
K9IMM;WD8MHT;10114.0;30M;31;2016-02-14 13:37;United States;  NA;CW;NA;NA;United States;  NA;CQ
NC7J;WD8MHT;10114.0;30M;27;2016-02-14 13:37;United States;  NA;CW;NA;NA;United States;  NA;CQ
SM2IUF;HS0ZEF;14048.2;20M;19;2016-02-14 13:37;Thailand;  AS;CW;EU;AS;Sweden;  EU;CQ
DL9GTB;UX1UX;14106.4;20M;40;2016-02-14 13:37;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;EM2G;21080.6;15M;45;2016-02-14 13:37;Ukraine;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;RW0A;14125.0;20M;36;2016-02-14 13:37;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;DM6DX;21091.1;15M;24;2016-02-14 13:37;Fed. Rep. of Germany;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;A96A;21088.1;15M;25;2016-02-14 13:37;Bahrain;  AS;RTTY;EU;AS;Fed. Rep. of Germany;  EU;CQ
DL9GTB;DL0VG;21120.9;15M;17;2016-02-14 13:37;Fed. Rep. of Germany;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;SM3LBP;21122.4;15M;21;2016-02-14 13:37;Sweden;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;EA3AQ;14090.5;20M;44;2016-02-14 13:37;Spain;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;W2GR;14099.3;20M;24;2016-02-14 13:37;United States;  NA;RTTY;EU;NA;Fed. Rep. of Germany;  EU;CQ
DL9GTB;DG1VL;7042.3;40M;50;2016-02-14 13:37;Fed. Rep. of Germany;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;VE2LX;21107.7;15M;21;2016-02-14 13:37;Canada;  NA;RTTY;EU;NA;Fed. Rep. of Germany;  EU;CQ
DL9GTB;SP9KR;21121.8;15M;22;2016-02-14 13:37;Poland;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;OH5C;14106.0;20M;43;2016-02-14 13:37;Finland;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DQ8Z;HB9BWY;10116.1;30M;27;2016-02-14 13:37;Switzerland;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DK0TE;RW3PK;28016.1;10M;25;2016-02-14 13:37;European Russia;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
W3UA;WD8MHT;10114.0;30M;26;2016-02-14 13:37;United States;  NA;CW;NA;NA;United States;  NA;CQ
KU7T;VR2VIY;7040.3;40M;14;2016-02-14 13:37;Hong Kong;  AS;RTTY;NA;AS;United States;  NA;CQ
DF7GB;YO4FTE;7021.0;40M;12;2016-02-14 13:37;Romania;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF7GB;YU5D;7011.1;40M;26;2016-02-14 13:37;Serbia;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF7GB;PA3EDR;7031.7;40M;5;2016-02-14 13:37;Netherlands;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
WZ7I;KO6LU;7037.48;40M;16;2016-02-14 13:37;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
WZ7I;W2GR;14099.28;20M;54;2016-02-14 13:37;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
WZ7I;HB9ZZ;14104.38;20M;17;2016-02-14 13:37;Switzerland;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;SM3LBP;21122.43;15M;32;2016-02-14 13:37;Sweden;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;SP5UUD;21080.95;15M;45;2016-02-14 13:37;Poland;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;DA0T;14101.84;20M;29;2016-02-14 13:37;Fed. Rep. of Germany;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;IZ4NIC;14097.82;20M;21;2016-02-14 13:37;Italy;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;LX7I;21092.42;15M;47;2016-02-14 13:37;Luxembourg;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;WB2COY;7046.59;40M;38;2016-02-14 13:37;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
WZ7I;EK3GM;21116.08;15M;16;2016-02-14 13:37;Armenia;  AS;RTTY;NA;AS;United States;  NA;CQ
WZ7I;KM6Z;7031.55;40M;11;2016-02-14 13:37;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
WZ7I;DG1VL;14117.13;20M;31;2016-02-14 13:37;Fed. Rep. of Germany;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;OH5BW;14118.49;20M;7;2016-02-14 13:37;Finland;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;RA3DAD;28091.35;10M;12;2016-02-14 13:37;European Russia;  EU;RTTY;NA;EU;United States;  NA;CQ
WZ7I;AA5AU;21131.53;15M;41;2016-02-14 13:37;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
OE6TZE;HS0ZEF;14048.1;20M;12;2016-02-14 13:37;Thailand;  AS;CW;EU;AS;Austria;  EU;CQ
OE6TZE;HB9BWY;10116.0;30M;16;2016-02-14 13:37;Switzerland;  EU;CW;EU;EU;Austria;  EU;CQ
OE6TZE;YO4FTE;7021.0;40M;18;2016-02-14 13:37;Romania;  EU;CW;EU;EU;Austria;  EU;CQ
OE6TZE;LZ5IL;7029.5;40M;19;2016-02-14 13:37;Bulgaria;  EU;CW;EU;EU;Austria;  EU;CQ
DF4UE;EA3AQ;14090.46;20M;50;2016-02-14 13:37;Spain;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;UA4FX;21096.44;15M;30;2016-02-14 13:37;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;KB2OEV;21032.0;15M;17;2016-02-14 13:37;United States;  NA;CW;EU;NA;Fed. Rep. of Germany;  EU;CQ
DF4UE;DK0WRTC;14115.61;20M;20;2016-02-14 13:37;Fed. Rep. of Germany;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;AA5AU;21131.53;15M;17;2016-02-14 13:37;United States;  NA;RTTY;EU;NA;Fed. Rep. of Germany;  EU;CQ
DF4UE;SM3LBP;21122.43;15M;27;2016-02-14 13:37;Sweden;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;DL0VG;21120.91;15M;7;2016-02-14 13:37;Fed. Rep. of Germany;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;DA0T;14101.86;20M;13;2016-02-14 13:38;Fed. Rep. of Germany;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;R4WT;28085.73;10M;28;2016-02-14 13:38;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;F2AR;28100.59;10M;37;2016-02-14 13:38;France;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;ES4RD;21124.36;15M;24;2016-02-14 13:38;Estonia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
JK4USW;BA1PK;7048.9;40M;22;2016-02-14 13:38;China;  AS;RTTY;AS;AS;Japan;  AS;CQ
HA6PX;DA0T;14101.9;20M;31;2016-02-14 13:38;Fed. Rep. of Germany;  EU;RTTY;EU;EU;Hungary;  EU;CQ
HA6PX;LZ8U;7046.9;40M;42;2016-02-14 13:38;Bulgaria;  EU;RTTY;EU;EU;Hungary;  EU;CQ
HA6PX;HB9ZZ;14104.4;20M;27;2016-02-14 13:38;Switzerland;  EU;RTTY;EU;EU;Hungary;  EU;CQ
HA6PX;DG1VL;7042.4;40M;44;2016-02-14 13:38;Fed. Rep. of Germany;  EU;RTTY;EU;EU;Hungary;  EU;CQ
HA6PX;OH5C;14106.0;20M;36;2016-02-14 13:38;Finland;  EU;RTTY;EU;EU;Hungary;  EU;CQ
HA6PX;LZ5IL;7029.5;40M;20;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Hungary;  EU;CQ
WE9V;KO6LU;7037.56;40M;21;2016-02-14 13:38;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
WE9V;EA3AQ;14090.45;20M;13;2016-02-14 13:38;Spain;  EU;RTTY;NA;EU;United States;  NA;CQ
WE9V;EA1BD;21095.24;15M;20;2016-02-14 13:38;Spain;  EU;RTTY;NA;EU;United States;  NA;CQ
WE9V;PD2GSP;14090.22;20M;9;2016-02-14 13:38;Netherlands;  EU;RTTY;NA;EU;United States;  NA;CQ
W3OA;WB2COY;7046.6;40M;31;2016-02-14 13:38;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
W3OA;ED2C;21089.0;15M;13;2016-02-14 13:38;Spain;  EU;RTTY;NA;EU;United States;  NA;CQ
KP3Z;SM7ZDI;18085.0;17M;5;2016-02-14 13:38;Sweden;  EU;CW;NA;EU;United States;  NA;CQ
EI6BT;EA3AQ;14090.5;20M;42;2016-02-14 13:38;Spain;  EU;RTTY;EU;EU;Ireland;  EU;CQ
EI6BT;DG1VL;7042.3;40M;35;2016-02-14 13:38;Fed. Rep. of Germany;  EU;RTTY;EU;EU;Ireland;  EU;CQ
EI6BT;S51AF;14094.8;20M;43;2016-02-14 13:38;Slovenia;  EU;RTTY;EU;EU;Ireland;  EU;CQ
EI6BT;OH5C;28087.2;10M;29;2016-02-14 13:38;Finland;  EU;RTTY;EU;EU;Ireland;  EU;CQ
LA6TPA;DG1VL;7042.3;40M;14;2016-02-14 13:38;Fed. Rep. of Germany;  EU;RTTY;EU;EU;Norway;  EU;CQ
LA6TPA;OL7M;14084.9;20M;34;2016-02-14 13:38;Czech Republic;  EU;RTTY;EU;EU;Norway;  EU;CQ
LA6TPA;EA1BD;21095.3;15M;25;2016-02-14 13:38;Spain;  EU;RTTY;EU;EU;Norway;  EU;CQ
LA6TPA;IQ6AN;14099.7;20M;22;2016-02-14 13:38;Italy;  EU;RTTY;EU;EU;Norway;  EU;CQ
LA6TPA;KB8O;21085.9;15M;28;2016-02-14 13:38;United States;  NA;RTTY;EU;NA;Norway;  EU;CQ
LA6TPA;E7TT;28083.8;10M;40;2016-02-14 13:38;Bosnia-Herzegovina;  EU;RTTY;EU;EU;Norway;  EU;CQ
KO7SS;KO6LU;7037.48;40M;18;2016-02-14 13:38;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
KO7SS;W2GR;14099.29;20M;14;2016-02-14 13:38;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
KO7SS;WD8MHT;10114.0;30M;19;2016-02-14 13:38;United States;  NA;CW;NA;NA;United States;  NA;CQ
SE0X;HS0ZEF;14048.1;20M;10;2016-02-14 13:38;Thailand;  AS;CW;EU;AS;Sweden;  EU;CQ
SE0X;SM5DOI;14025.0;20M;8;2016-02-14 13:38;Sweden;  EU;CW;EU;EU;Sweden;  EU;CQ
VE3/N2WQ;R3GZ;21094.35;15M;22;2016-02-14 13:38;European Russia;  EU;RTTY;NA;EU;Canada;  NA;CQ
VE3/N2WQ;TI2DYP;21094.93;15M;10;2016-02-14 13:38;Costa Rica;  NA;RTTY;NA;NA;Canada;  NA;CQ
VE3/N2WQ;YU7AU;14087.58;20M;18;2016-02-14 13:38;Serbia;  EU;RTTY;NA;EU;Canada;  NA;CQ
VE3/N2WQ;9A2NO;21110.1;15M;18;2016-02-14 13:38;Croatia;  EU;RTTY;NA;EU;Canada;  NA;CQ
VE3/N2WQ;EA3AQ;14090.39;20M;20;2016-02-14 13:38;Spain;  EU;RTTY;NA;EU;Canada;  NA;CQ
VE3/N2WQ;WB2COY;7046.56;40M;36;2016-02-14 13:38;United States;  NA;RTTY;NA;NA;Canada;  NA;CQ
VE3/N2WQ;OH3FM;21103.15;15M;7;2016-02-14 13:38;Finland;  EU;RTTY;NA;EU;Canada;  NA;CQ
VE3/N2WQ;SM6DOI;14024.9;20M;12;2016-02-14 13:38;Sweden;  EU;CW;NA;EU;Canada;  NA;CQ
VE3/N2WQ;GM3W;14086.47;20M;30;2016-02-14 13:38;England;  EU;RTTY;NA;EU;Canada;  NA;CQ
VE3/N2WQ;AD5X;7053.56;40M;33;2016-02-14 13:38;United States;  NA;RTTY;NA;NA;Canada;  NA;CQ
VE3/N2WQ;D5XD;7053.56;40M;34;2016-02-14 13:38;Liberia;  AF;RTTY;NA;AF;Canada;  NA;CQ
UZ2HZ;9A1A;28083.4;10M;6;2016-02-14 13:38;Croatia;  EU;RTTY;EU;EU;European Russia;  EU;CQ
UZ2HZ;OH5C;28087.2;10M;10;2016-02-14 13:38;Finland;  EU;RTTY;EU;EU;European Russia;  EU;CQ
F1ZNS;EA3AQ;14090.5;20M;54;2016-02-14 13:38;Spain;  EU;RTTY;EU;EU;France;  EU;CQ
F1ZNS;EM2G;21080.6;15M;36;2016-02-14 13:38;Ukraine;  EU;RTTY;EU;EU;France;  EU;CQ
HA1VHF;HB9BWY;10116.0;30M;31;2016-02-14 13:38;Switzerland;  EU;CW;EU;EU;Hungary;  EU;CQ
HA1VHF;HS0ZEF;14048.1;20M;21;2016-02-14 13:38;Thailand;  AS;CW;EU;AS;Hungary;  EU;CQ
HA1VHF;LZ5IL;7029.5;40M;30;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Hungary;  EU;CQ
K1TTT;9A2NO;21110.2;15M;17;2016-02-14 13:38;Croatia;  EU;RTTY;NA;EU;United States;  NA;CQ
K1TTT;IZ4NIC;14097.9;20M;17;2016-02-14 13:38;Italy;  EU;RTTY;NA;EU;United States;  NA;CQ
K1TTT;AG2T;21093.7;15M;12;2016-02-14 13:38;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
K1TTT;NR4M;14083.2;20M;19;2016-02-14 13:38;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
K1TTT;RC5Z;21083.1;15M;20;2016-02-14 13:38;European Russia;  EU;RTTY;NA;EU;United States;  NA;CQ
K1TTT;DL3HXS;21088.1;15M;19;2016-02-14 13:38;Fed. Rep. of Germany;  EU;RTTY;NA;EU;United States;  NA;CQ
DF4UE;DG1VL;7042.35;40M;38;2016-02-14 13:38;Fed. Rep. of Germany;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;HA6ZX;10140.9;30M;14;2016-02-14 13:38;Hungary;  EU;PSK31;EU;EU;Fed. Rep. of Germany;  EU;CQ
DF4UE;LZ5IL;7029.5;40M;10;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
ON6ZQ;PA3EDR;7031.7;40M;6;2016-02-14 13:38;Netherlands;  EU;CW;EU;EU;Belgium;  EU;CQ
ON6ZQ;FG/F5HRY;21015.9;15M;27;2016-02-14 13:38;France;  EU;CW;EU;EU;Belgium;  EU;CQ
ON6ZQ;NS3X;14045.0;20M;17;2016-02-14 13:38;United States;  NA;CW;EU;NA;Belgium;  EU;CQ
N7TR;KO6LU;7037.5;40M;14;2016-02-14 13:38;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
EA5WU;DG1VL;7042.3;40M;14;2016-02-14 13:38;Fed. Rep. of Germany;  EU;RTTY;EU;EU;Spain;  EU;CQ
EA5WU;A61DJ;28092.1;10M;29;2016-02-14 13:38;United Arab Emirates;  AS;RTTY;EU;AS;Spain;  EU;CQ
EA5WU;IZ8IFL;14081.4;20M;26;2016-02-14 13:38;Italy;  EU;RTTY;EU;EU;Spain;  EU;CQ
EA5WU;EM2G;21080.6;15M;36;2016-02-14 13:38;Ukraine;  EU;RTTY;EU;EU;Spain;  EU;CQ
EA5WU;A96A;21088.1;15M;33;2016-02-14 13:38;Bahrain;  AS;RTTY;EU;AS;Spain;  EU;CQ
EA5WU;OH5C;28087.2;10M;31;2016-02-14 13:38;Finland;  EU;RTTY;EU;EU;Spain;  EU;CQ
EA5WU;OK1MI;18080.6;17M;27;2016-02-14 13:38;Czech Republic;  EU;CW;EU;EU;Spain;  EU;CQ
KM3T;EA3AQ;14090.46;20M;21;2016-02-14 13:38;Spain;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;UI5R;21100.56;15M;30;2016-02-14 13:38;European Russia;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;NW1E;21107.13;15M;20;2016-02-14 13:38;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
KM3T;UI5R;21099.51;15M;17;2016-02-14 13:38;European Russia;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;WC8D;10116.0;30M;21;2016-02-14 13:38;United States;  NA;CW;NA;NA;United States;  NA;CQ
KM3T;UR5IHD;21099.51;15M;16;2016-02-14 13:38;European Russia;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;IZ1RYS;21102.18;15M;28;2016-02-14 13:38;Italy;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;SV9COL;21092.97;15M;22;2016-02-14 13:38;Greece;  EU;RTTY;NA;EU;United States;  NA;CQ
KM3T;RA3DAD;28091.4;10M;11;2016-02-14 13:38;European Russia;  EU;RTTY;NA;EU;United States;  NA;CQ
F6IIT;HS0ZEF;14048.2;20M;15;2016-02-14 13:38;Thailand;  AS;CW;EU;AS;France;  EU;CQ
DK3UA;LZ5IL;7029.5;40M;4;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
UD4FD;HS0ZEF;14047.9;20M;34;2016-02-14 13:38;Thailand;  AS;CW;EU;AS;European Russia;  EU;CQ
DO4DXA;R7AB;21099.8;15M;26;2016-02-14 13:38;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
JE1SGH;SQ9KPK;14020.5;20M;8;2016-02-14 13:38;Poland;  EU;CW;AS;EU;Japan;  AS;CQ
K8ND;CO8LY;24907.1;12M;6;2016-02-14 13:38;Cuba;  NA;CW;NA;NA;United States;  NA;CQ
OH8WW;F8AUF;21003.1;15M;9;2016-02-14 13:38;France;  EU;CW;EU;EU;Finland;  EU;CQ
IK3STG;LZ5IL;7029.5;40M;21;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Italy;  EU;CQ
HA2KSD;LZ5IL;7029.5;40M;33;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Hungary;  EU;CQ
HA2KSD;YO8DOH/QRP;7033.0;40M;20;2016-02-14 13:38;Romania;  EU;CW;EU;EU;Hungary;  EU;CQ
VK4CT;JR2SBA;7002.5;40M;18;2016-02-14 13:38;Japan;  AS;CW;OC;AS;Australia;  OC;CQ
DK9IP;LZ5IL;7029.5;40M;9;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DK9IP;YO3IRM;7019.0;40M;8;2016-02-14 13:38;Romania;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
S50ARX;LZ8U;7046.9;40M;43;2016-02-14 13:38;Bulgaria;  EU;RTTY;EU;EU;Slovenia;  EU;CQ
S50ARX;DG1VL;7042.4;40M;52;2016-02-14 13:38;Fed. Rep. of Germany;  EU;RTTY;EU;EU;Slovenia;  EU;CQ
S50ARX;LZ5IL;7029.4;40M;26;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Slovenia;  EU;CQ
S50ARX;LX7I;21092.4;15M;16;2016-02-14 13:38;Luxembourg;  EU;RTTY;EU;EU;Slovenia;  EU;CQ
DR2W;RA1L;21114.2;15M;19;2016-02-14 13:38;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;ES4RD;21124.2;15M;26;2016-02-14 13:38;Estonia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;IQ3UD;21112.1;15M;13;2016-02-14 13:38;Italy;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;LZ5IL;7029.4;40M;7;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;DA0T;14101.8;20M;11;2016-02-14 13:38;Fed. Rep. of Germany;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;SV9COL;21092.9;15M;28;2016-02-14 13:38;Greece;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;A96A;21088.0;15M;16;2016-02-14 13:38;Bahrain;  AS;RTTY;EU;AS;Fed. Rep. of Germany;  EU;CQ
DR2W;EA8AKQ;28092.7;10M;7;2016-02-14 13:38;Spain;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;NV9L;14108.5;20M;37;2016-02-14 13:38;United States;  NA;RTTY;EU;NA;Fed. Rep. of Germany;  EU;CQ
DR2W;UI5R;21100.4;15M;31;2016-02-14 13:38;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DR2W;IN3UFW;7045.7;40M;19;2016-02-14 13:38;Italy;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
HB9BXE;TK5EP;7018.0;40M;23;2016-02-14 13:38;Corsica;  EU;CW;EU;EU;Switzerland;  EU;CQ
F5RRS;SV9COL;21093.2;15M;17;2016-02-14 13:38;Greece;  EU;RTTY;EU;EU;France;  EU;CQ
JA1LZR;HL2AVK;3506.0;80M;20;2016-02-14 13:38;Republic of Korea;  AS;CW;AS;AS;Japan;  AS;CQ
JA1LZR;BU2AQ;1811.0;160M;11;2016-02-14 13:38;Taiwan;  AS;CW;AS;AS;Japan;  AS;CQ
DF1LON;LZ5R;7024.0;40M;3;2016-02-14 13:38;Bulgaria;  EU;CW;EU;EU;Fed. Rep. of Germany;  EU;CQ
NN3RP;KO6LU;7037.47;40M;7;2016-02-14 13:38;United States;  NA;RTTY;NA;NA;United States;  NA;CQ
NN3RP;SV9COL;21092.96;15M;6;2016-02-14 13:38;Greece;  EU;RTTY;NA;EU;United States;  NA;CQ
NN3RP;DJ9RR;14092.26;20M;13;2016-02-14 13:38;Fed. Rep. of Germany;  EU;RTTY;NA;EU;United States;  NA;CQ
HB9DQM;SM6DOI;14025.0;20M;9;2016-02-14 13:38;Sweden;  EU;CW;EU;EU;Switzerland;  EU;CQ
VU2PTT;7Z1OO;21082.36;15M;13;2016-02-14 13:38;Saudi Arabia;  AS;RTTY;AS;AS;India;  AS;CQ
VU2PTT;M6DOI;14025.0;20M;4;2016-02-14 13:38;England;  EU;CW;AS;EU;India;  AS;CQ
K1TTT;KF8R;7110.0;40M;19;2016-02-14 13:38;United States;  NA;CW;NA;NA;United States;  NA;CQ
K1TTT;ON8VP;24908.6;12M;9;2016-02-14 13:38;Belgium;  EU;CW;NA;EU;United States;  NA;CQ
R2AT;ED5M;21083.5;15M;17;2016-02-14 13:38;Spain;  EU;RTTY;EU;EU;European Russia;  EU;CQ
R2AT;IT9DSZ;21084.6;15M;25;2016-02-14 13:38;Italy;  EU;RTTY;EU;EU;European Russia;  EU;CQ
DL9GTB;RU1AB;21081.7;15M;13;2016-02-14 13:38;European Russia;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;DA0T;14101.8;20M;15;2016-02-14 13:38;Fed. Rep. of Germany;  EU;RTTY;EU;EU;Fed. Rep. of Germany;  EU;CQ
DL9GTB;CE2MVF;14104.7;20M;7;2016-02-14 13:38;Chile;  SA;RTTY;EU;SA;Fed. Rep. of Germany;  EU;CQ
